name,price,price_for_metr,floor_object,total_floors,type_of_home,square_home,live_square,kitchen_square,height_ceiling,bathroom,balcony,repair,yer_home,garbage_chute,type_home,type_of_overlap,entrances,heating,accident_rate,gas_supply,finishing,number_of_elevators,address,link
1-комн. квартира,4679000,108650,1,10,Новостройка,43.065,Null,Null,2.5,Null,Null,Null,Null,Null,Панельный,Null,Null,Null,Null,Null,Null,1,"Челябинская область, Челябинск, р-н Ленинский, Новороссийская ул., 9А",https://chelyabinsk.cian.ru/sale/flat/272638988/
2-комн. квартира,4700000,79661,1,10,Вторичка,59.0,34.7,8.4,Null,1,1,Косметический,2003,Null,Null,Нет информации,4,Нет информации,Нет,Null,Null,1,"Челябинская область, Челябинск, р-н Металлургический, мкр. Молодежный Городок, Пекинская ул., 25А",https://chelyabinsk.cian.ru/sale/flat/294441669/
1-комн. квартира,4737600,140000,2,24,Новостройка,33.84,Null,5.1,Null,Null,Null,Null,Null,Null,Монолитный,Null,Null,Null,Null,Null,Без отделки,Null,"Челябинская область, Челябинск, р-н Центральный, Западный Луч жилой комплекс",https://chelyabinsk.cian.ru/sale/flat/293624126/
2-комн. квартира,4900000,76682,7,10,Вторичка,63.9,41.0,15.9,Null,1,1,Косметический,Null,Null,Панельный,Null,Null,Null,Null,Null,Null,1,"Челябинская область, Челябинск, р-н Курчатовский, мкр. 51А, ул. Профессора Благих, 55А",https://chelyabinsk.cian.ru/sale/flat/294450070/
2-комн. квартира,4833200,82450,13,17,Новостройка,58.62,Null,Null,Null,2,Null,Null,Null,Null,Панельный,Null,Null,Null,Null,Null,Null,2,"Челябинская область, Челябинск, р-н Курчатовский, мкр. 50-й, ул. Александра Шмакова, 39А",https://chelyabinsk.cian.ru/sale/flat/294484051/
2-комн. квартира,4800000,82759,4,10,Вторичка,58.0,Null,9.0,2.5,1,1,Косметический,2019,Null,Панельный,Железобетонные,7,Центральное,Нет,Null,Null,1,"Челябинская область, Челябинск, р-н Курчатовский, мкр. 49-й, ул. Маршала Чуйкова, 33",https://chelyabinsk.cian.ru/sale/flat/286138104/
2-комн. квартира,4833200,82689,11,17,Новостройка,58.45,Null,Null,Null,2,Null,Null,Null,Null,Панельный,Null,Null,Null,Null,Null,Null,2,"Челябинская область, Челябинск, р-н Курчатовский, мкр. 50-й, ул. Александра Шмакова, 39",https://chelyabinsk.cian.ru/sale/flat/294484048/
2-комн. квартира,4833200,81905,13,17,Новостройка,59.01,Null,Null,Null,2,Null,Null,Null,Null,Панельный,Null,Null,Null,Null,Null,Null,2,"Челябинская область, Челябинск, р-н Курчатовский, мкр. 50-й, ул. Александра Шмакова, 39",https://chelyabinsk.cian.ru/sale/flat/294484049/
2-комн. квартира,4900000,103814,2,6,Вторичка,47.2,Null,6.0,Null,1,1,Евроремонт,1967,Null,Блочный,Железобетонные,6,Центральное,Нет,Null,Null,Null,"Челябинская область, Челябинск, р-н Советский, ул. Воровского, 7",https://chelyabinsk.cian.ru/sale/flat/294500169/
2-комн. квартира,4833200,82689,14,17,Новостройка,58.45,Null,Null,Null,2,Null,Null,Null,Null,Панельный,Null,Null,Null,Null,Null,Null,2,"Челябинская область, Челябинск, р-н Курчатовский, мкр. 50-й, ул. Александра Шмакова, 39А",https://chelyabinsk.cian.ru/sale/flat/294484059/
2-комн. квартира,4900000,98000,3,14,Вторичка,50.0,Null,9.0,Null,1,1,Косметический,1990,Null,Кирпичный,Железобетонные,1,Центральное,Нет,Null,Null,Null,"Челябинская область, Челябинск, р-н Калининский, мкр. Бабушкина, Университетская Набережная ул., 32",https://chelyabinsk.cian.ru/sale/flat/289037787/
1-комн. квартира,4897600,160000,23,23,Новостройка,30.61,Null,5.2,Null,Null,Null,Null,Null,Null,Монолитный,Null,Null,Null,Null,Null,Без отделки,Null,"Челябинская область, Челябинск, р-н Центральный, Западный Луч жилой комплекс",https://chelyabinsk.cian.ru/sale/flat/292728352/
1-комн. квартира,4650000,142202,2,16,Вторичка,32.7,16.8,9.1,2.7,1,2,Без ремонта,Null,Нет,Панельный,Null,Null,Null,Null,Null,Null,2,"Челябинская область, Челябинск, р-н Центральный, наб. Героя России С.А. Кислова, 23",https://chelyabinsk.cian.ru/sale/flat/292220769/
1-комн. квартира,4881000,150000,18,23,Новостройка,32.54,Null,5.3,Null,Null,Null,Null,Null,Null,Монолитный,Null,Null,Null,Null,Null,Без отделки,Null,"Челябинская область, Челябинск, р-н Центральный, Западный Луч жилой комплекс",https://chelyabinsk.cian.ru/sale/flat/293260692/
3-комн. квартира,4900000,75385,7,9,Вторичка,65.0,45.0,9.0,Null,1,1,Null,1980,Null,Панельный,Железобетонные,16,Центральное,Нет,Null,Null,Null,"Челябинская область, Челябинск, р-н Калининский, мкр. Бабушкина, ул. Братьев Кашириных, 105А",https://chelyabinsk.cian.ru/sale/flat/289210971/
3-комн. квартира,4636000,79780,13,16,Новостройка,58.11,Null,Null,Null,Null,Null,Null,Null,Null,Панельный,Null,Null,Null,Null,Null,Null,1,"Челябинская область, Челябинск, р-н Курчатовский, мкр. 50-й, ул. Александра Шмакова, 37",https://chelyabinsk.cian.ru/sale/flat/294484136/
1-комн. квартира,4650000,98936,8,9,Вторичка,47.0,20.0,12.0,Null,1,1,Косметический,2008,Null,Кирпичный,Железобетонные,2,Центральное,Нет,Null,Null,1,"Челябинская область, Челябинск, р-н Центральный, мкр. 34А, ул. Академика Королева, 9",https://chelyabinsk.cian.ru/sale/flat/293932826/
2-комн. квартира,4650000,81579,8,10,Вторичка,57.0,43.0,9.0,2.5,Null,Null,Косметический,2020,Null,Монолитный,Железобетонные,3,Центральное,Нет,Null,Null,1,"Челябинская область, Челябинск, р-н Курчатовский, мкр. 49-й, ул. Александра Шмакова, 44",https://chelyabinsk.cian.ru/sale/flat/288074023/
2-комн. квартира,4699000,78317,9,10,Вторичка,60.0,Null,9.0,2.6,1,1,Косметический,2004,Null,Панельный,Железобетонные,8,Центральное,Нет,Null,Null,1,"Челябинская область, Челябинск, р-н Тракторозаводский, ул. Котина, 21",https://chelyabinsk.cian.ru/sale/flat/292939049/
2-комн. квартира,4700000,86556,5,10,Вторичка,54.3,Null,9.0,Null,1,1,Косметический,1992,Null,Панельный,Железобетонные,12,Центральное,Нет,Null,Null,Null,"Челябинская область, Челябинск, р-н Калининский, мкр. 28-й, ул. 250-летия Челябинска, 25",https://chelyabinsk.cian.ru/sale/flat/293840905/
3-комн. квартира,4979860,87704,5,10,Новостройка,56.78,Null,Null,2.6,1,1,Null,Null,Null,Панельный,Null,Null,Null,Null,Null,Чистовая,1,"Челябинская область, Челябинск, р-н Советский, Нефтебазовая ул.",https://chelyabinsk.cian.ru/sale/flat/293066906/
1-комн. квартира,4990000,102254,4,13,Вторичка,48.8,14.0,14.0,2.8,Null,Null,Косметический,2014,Null,Монолитный,Железобетонные,2,Индивидуальный тепловой пункт,Нет,Null,Null,1,"Челябинская область, Челябинск, р-н Металлургический, ш. Металлургов, 16",https://chelyabinsk.cian.ru/sale/flat/294444913/
1-комн. квартира,5023960,142000,16,16,Новостройка,35.38,Null,Null,2.76,2,1,Null,Null,Null,Панельный,Null,Null,Null,Null,Null,Черновая,2,"Челябинская область, Челябинск, р-н Калининский, Никс Сити жилой комплекс",https://chelyabinsk.cian.ru/sale/flat/293066654/
1-комн. квартира,5110000,92909,17,19,Вторичка,55.0,Null,17.0,Null,1,1,Евроремонт,2015,Null,Панельный,Железобетонные,3,Центральное,Нет,Null,Null,Null,"Челябинская область, Челябинск, р-н Центральный, мкр. Парковый-2, ул. Петра Сумина, 14",https://chelyabinsk.cian.ru/sale/flat/294509681/
2-комн. квартира,4900335,93500,12,16,Новостройка,52.41,Null,Null,2.6,Null,Null,Null,Null,Null,Панельный,Null,Null,Null,Null,Null,Чистовая,1,"Челябинская область, Челябинск, р-н Металлургический, Электростальская ул., 20",https://chelyabinsk.cian.ru/sale/flat/288414045/
2-комн. квартира,5155000,90122,3,10,Вторичка,57.2,Null,9.0,Null,1,1,Косметический,2010,Null,Null,Нет информации,3,Центральное,Нет,Null,Null,Null,"Челябинская область, Челябинск, р-н Курчатовский, мкр. 51-й, ул. Лобырина, 9",https://chelyabinsk.cian.ru/sale/flat/294442017/
3-комн. квартира,4945930,87709,9,10,Новостройка,56.39,Null,Null,2.6,1,1,Null,Null,Null,Панельный,Null,Null,Null,Null,Null,Чистовая,1,"Челябинская область, Челябинск, р-н Советский, Нефтебазовая ул.",https://chelyabinsk.cian.ru/sale/flat/293067021/
3-комн. квартира,5200000,69333,5,5,Вторичка,75.0,Null,9.0,3.0,1,1,Евроремонт,Null,Null,Кирпичный,Null,Null,Null,Null,Null,Null,Null,"Челябинская область, Челябинск, р-н Металлургический, ул. Ярослава Гашека, 2",https://chelyabinsk.cian.ru/sale/flat/294492526/
2-комн. квартира,4989600,84799,2,17,Новостройка,58.84,Null,Null,Null,2,Null,Null,Null,Null,Панельный,Null,Null,Null,Null,Null,Null,2,"Челябинская область, Челябинск, р-н Курчатовский, мкр. 50-й, ул. Александра Шмакова, 39",https://chelyabinsk.cian.ru/sale/flat/294484046/
3-комн. квартира,5100000,78101,3,10,Вторичка,65.3,44.0,8.0,Null,1,1,Косметический,1988,Null,Панельный,Железобетонные,6,Центральное,Нет,Null,Null,1,"Челябинская область, Челябинск, р-н Калининский, мкр. 24-й, ул. 40-летия Победы, 43",https://chelyabinsk.cian.ru/sale/flat/289509551/
1-комн. квартира,5043700,155000,23,23,Новостройка,32.54,Null,5.3,Null,Null,Null,Null,Null,Null,Монолитный,Null,Null,Null,Null,Null,Без отделки,Null,"Челябинская область, Челябинск, р-н Центральный, Западный Луч жилой комплекс",https://chelyabinsk.cian.ru/sale/flat/292728351/
2-комн. квартира,5100000,89474,4,10,Вторичка,57.0,Null,9.0,Null,1,1,Косметический,2008,Null,Панельный,Железобетонные,7,Центральное,Нет,Null,Null,Null,"Челябинская область, Челябинск, р-н Курчатовский, мкр. 17-й, ул. Салавата Юлаева, 28",https://chelyabinsk.cian.ru/sale/flat/293920233/
1-комн. квартира,5137420,122000,8,24,Новостройка,42.11,Null,5.1,Null,Null,Null,Null,Null,Null,Монолитный,Null,Null,Null,Null,Null,Без отделки,Null,"Челябинская область, Челябинск, р-н Центральный, Западный Луч жилой комплекс",https://chelyabinsk.cian.ru/sale/flat/293636461/
2-комн. квартира,5200000,91228,4,11,Вторичка,57.0,38.0,9.0,2.65,1,1,Евроремонт,2007,Да,Панельный,Железобетонные,4,Центральное,Нет,Null,Null,1,"Челябинская область, Челябинск, р-н Курчатовский, мкр. 5-й, ул. Ворошилова, 6Б",https://chelyabinsk.cian.ru/sale/flat/293118182/
1-комн. квартира,5100200,140000,5,24,Новостройка,36.43,Null,5.3,Null,Null,Null,Null,Null,Null,Монолитный,Null,Null,Null,Null,Null,Без отделки,Null,"Челябинская область, Челябинск, р-н Центральный, Западный Луч жилой комплекс",https://chelyabinsk.cian.ru/sale/flat/293649937/
3-комн. квартира,5190000,96111,5,5,Вторичка,54.0,40.0,6.0,Null,1,1,Косметический,1960,Null,Null,Железобетонные,4,Центральное,Нет,Центральное,Null,Null,"Челябинская область, Челябинск, р-н Центральный, ул. Коммуны, 115",https://chelyabinsk.cian.ru/sale/flat/293234107/
1-комн. квартира,5188660,122000,10,24,Новостройка,42.53,Null,9.7,Null,Null,Null,Null,Null,Null,Монолитный,Null,Null,Null,Null,Null,Неизвестно,Null,"Челябинская область, Челябинск, р-н Центральный, Западный Луч жилой комплекс",https://chelyabinsk.cian.ru/sale/flat/293624122/
2-комн. квартира,5200000,83871,6,10,Вторичка,62.0,37.0,9.0,2.7,1,1,Косметический,2002,Да,Панельный,Железобетонные,7,Центральное,Нет,Null,Null,1,"Челябинская область, Челябинск, р-н Калининский, мкр. Бабушкина, ул. Братьев Кашириных, 99б",https://chelyabinsk.cian.ru/sale/flat/290184830/
3-комн. квартира,4911000,83906,4,16,Новостройка,58.53,Null,Null,Null,Null,Null,Null,Null,Null,Панельный,Null,Null,Null,Null,Null,Null,1,"Челябинская область, Челябинск, р-н Курчатовский, мкр. 50-й, ул. Александра Шмакова, 37",https://chelyabinsk.cian.ru/sale/flat/294484170/
2-комн. квартира,5006000,93222,10,10,Вторичка,53.7,Null,9.0,Null,1,1,Евроремонт,1993,Null,Панельный,Железобетонные,3,Центральное,Нет,Null,Null,Null,"Челябинская область, Челябинск, р-н Калининский, мкр. 28-й, ул. Чичерина, 44",https://chelyabinsk.cian.ru/sale/flat/292463497/
1-комн. квартира,5150000,127792,8,18,Новостройка,40.3,18.0,10.0,Null,1,1,Null,Null,Null,Панельный,Null,Null,Null,Null,Null,Null,1,"Челябинская область, Челябинск, р-н Калининский, мкр. 29-й, ул. 250-летия Челябинска, 31",https://chelyabinsk.cian.ru/sale/flat/291993788/
2-комн. квартира,5200000,99426,7,25,Вторичка,52.3,Null,6.0,3.1,1,1,Без ремонта,Null,Null,Монолитный,Нет информации,Null,Нет информации,Да,Null,Null,2,"Челябинская область, Челябинск, р-н Советский, ул. Курчатова, 11А",https://chelyabinsk.cian.ru/sale/flat/291526368/
2-комн. квартира,5200000,92692,1,10,Вторичка,56.1,27.6,16.4,Null,1,1,Косметический,2012,Null,Панельный,Железобетонные,1,Центральное,Нет,Null,Null,1,"Челябинская область, Челябинск, р-н Курчатовский, мкр. 55-й, ул. Бейвеля, 41",https://chelyabinsk.cian.ru/sale/flat/293323019/
2-комн. квартира,4980000,108972,17,18,Вторичка,45.7,Null,30.0,Null,1,1,Евроремонт,2013,Null,Панельный,Железобетонные,1,Центральное,Нет,Null,Null,Null,"Челябинская область, Челябинск, р-н Курчатовский, мкр. 52-й, ул. Скульптора Головницкого, 16а",https://chelyabinsk.cian.ru/sale/flat/293886038/
2-комн. квартира,5000000,106383,3,10,Вторичка,47.0,29.0,8.0,2.6,Null,Null,Без ремонта,1979,Null,Кирпичный,Железобетонные,1,Центральное,Нет,Центральное,Null,1,"Челябинская область, Челябинск, р-н Советский, ул. Цвиллинга, 61а",https://chelyabinsk.cian.ru/sale/flat/293858499/
2-комн. квартира,5000000,76805,6,10,Вторичка,65.1,46.1,14.0,Null,1,1,Косметический,2020,Null,Монолитный,Железобетонные,3,Центральное,Нет,Null,Null,1,"Челябинская область, Челябинск, р-н Курчатовский, мкр. 49-й, ул. Александра Шмакова, 44",https://chelyabinsk.cian.ru/sale/flat/293642102/
2-комн. квартира,4999000,98794,7,10,Вторичка,50.6,25.0,16.0,Null,1,2,Косметический,2015,Null,Панельный,Железобетонные,2,Центральное,Нет,Null,Null,2,"Челябинская область, Челябинск, р-н Центральный, мкр. Парковый-2, ул. Петра Столыпина, 15",https://chelyabinsk.cian.ru/sale/flat/293968404/
3-комн. квартира,5100000,82258,9,9,Вторичка,62.0,46.0,6.0,2.6,1,1,Косметический,1970,Null,Кирпичный,Железобетонные,4,Центральное,Нет,Центральное,Null,1,"Челябинская область, Челябинск, р-н Калининский, мкр. Заречье, ул. Кирова, 19А",https://chelyabinsk.cian.ru/sale/flat/293417407/
2-комн. квартира,5190000,127518,8,10,Вторичка,40.7,30.7,5.0,2.6,1,1,Дизайнерский,2019,Нет,Панельный,Железобетонные,5,Центральное,Нет,Null,Null,1,"Челябинская область, Челябинск, р-н Центральный, ул. Петра Сумина, 7",https://chelyabinsk.cian.ru/sale/flat/292585150/
1-комн. квартира,4990000,124129,13,17,Вторичка,40.2,11.7,10.0,Null,Null,Null,Null,2021,Null,Null,Нет информации,4,Нет информации,Нет,Null,Null,Null,"Челябинская область, Челябинск, р-н Советский, Ярославская ул., 11",https://chelyabinsk.cian.ru/sale/flat/292736736/
2-комн. квартира,4990000,104832,7,10,Вторичка,47.6,25.2,12.2,Null,1,1,Косметический,2021,Null,Null,Железобетонные,5,Центральное,Нет,Null,Null,1,"Челябинская область, Челябинск, р-н Курчатовский, мкр. 57-й, ул. Маршала Чуйкова, 21А",https://chelyabinsk.cian.ru/sale/flat/289118640/
4-комн. квартира,5200000,61905,4,9,Вторичка,84.0,66.0,9.0,2.5,1,1,Косметический,1988,Null,Панельный,Железобетонные,11,Центральное,Нет,Null,Null,1,"Челябинская область, Челябинск, р-н Ленинский, ул. Тухачевского, 13",https://chelyabinsk.cian.ru/sale/flat/292833510/
2-комн. квартира,4950000,112500,1,5,Вторичка,44.0,Null,6.0,Null,1,1,Косметический,1962,Null,Панельный,Железобетонные,4,Центральное,Нет,Центральное,Null,Null,"Челябинская область, Челябинск, р-н Центральный, ул. Образцова, 20",https://chelyabinsk.cian.ru/sale/flat/294369258/
2-комн. квартира,4953200,140000,11,16,Новостройка,35.38,12.1,12.6,2.76,2,1,Null,Null,Null,Панельный,Null,Null,Null,Null,Null,Null,Null,"Челябинская область, Челябинск, р-н Калининский, Никс Сити жилой комплекс",https://chelyabinsk.cian.ru/sale/flat/291139954/
2-комн. квартира,5150000,97170,9,24,Вторичка,53.0,39.0,9.0,3.0,Null,Null,Дизайнерский,2017,Null,Панельный,Железобетонные,3,Центральное,Нет,Null,Null,1,"Челябинская область, Челябинск, р-н Центральный, мкр. Парковый-2, ул. Петра Сумина, 26",https://chelyabinsk.cian.ru/sale/flat/292803949/
2-комн. квартира,4970000,92724,2,9,Вторичка,53.6,9.0,38.0,Null,1,1,Евроремонт,1900,Null,Панельный,Железобетонные,8,Центральное,Нет,Null,Null,Null,"Челябинская область, Челябинск, р-н Тракторозаводский, мкр. Первоозерный, ул. Мамина, 19",https://chelyabinsk.cian.ru/sale/flat/293759982/
4-комн. квартира,5200000,69987,3,9,Вторичка,74.3,Null,9.0,Null,1,1,Null,1985,Null,Панельный,Железобетонные,4,Центральное,Нет,Null,Null,Null,"Челябинская область, Челябинск, р-н Курчатовский, мкр. 10-й, ул. 40-летия Победы, 21А",https://chelyabinsk.cian.ru/sale/flat/294240480/
3-комн. квартира,5200000,70270,7,10,Вторичка,74.0,54.0,10.0,Null,1,1,Косметический,1992,Null,Панельный,Железобетонные,2,Центральное,Нет,Null,Null,1,"Челябинская область, Челябинск, р-н Курчатовский, мкр. 18-й, Комсомольский просп., 130А",https://chelyabinsk.cian.ru/sale/flat/294029401/
4-комн. квартира,5200000,61105,10,10,Вторичка,85.1,69.0,9.0,Null,1,1,Косметический,1992,Null,Панельный,Железобетонные,5,Центральное,Нет,Null,Null,1,"Челябинская область, Челябинск, р-н Металлургический, ул. Дегтярева, 32",https://chelyabinsk.cian.ru/sale/flat/294171197/
3-комн. квартира,4995000,81885,4,5,Вторичка,61.0,45.0,6.0,Null,1,1,Косметический,1968,Null,Монолитный,Железобетонные,6,Центральное,Нет,Центральное,Null,Null,"Челябинская область, Челябинск, р-н Советский, ул. Шаумяна, 87",https://chelyabinsk.cian.ru/sale/flat/292833483/
2-комн. квартира,4999000,91725,4,10,Вторичка,54.5,30.0,9.0,Null,1,1,Без ремонта,1982,Нет,Панельный,Железобетонные,17,Центральное,Нет,Null,Null,1,"Челябинская область, Челябинск, р-н Калининский, мкр. Бабушкина, ул. Братьев Кашириных, 101",https://chelyabinsk.cian.ru/sale/flat/293890770/
3-комн. квартира,5100000,82391,3,9,Вторичка,61.9,Null,7.5,Null,1,1,Косметический,1980,Null,Кирпичный,Железобетонные,3,Центральное,Нет,Центральное,Null,Null,"Челябинская область, Челябинск, р-н Ленинский, ул. Гагарина, 50",https://chelyabinsk.cian.ru/sale/flat/294018098/
2-комн. квартира,4950000,66000,2,5,Вторичка,75.0,Null,10.0,Null,1,1,Косметический,1998,Null,Кирпичный,Железобетонные,1,Центральное,Нет,Центральное,Null,Null,"Челябинская область, Челябинск, р-н Ленинский, ул. Машиностроителей, 35",https://chelyabinsk.cian.ru/sale/flat/282835619/
3-комн. квартира,4999000,88478,4,10,Вторичка,56.5,40.2,5.3,Null,1,1,Косметический,1979,Null,Кирпичный,Железобетонные,7,Центральное,Нет,Центральное,Null,Null,"Челябинская область, Челябинск, р-н Советский, Российская ул., 222",https://chelyabinsk.cian.ru/sale/flat/289351857/
1-комн. квартира,5050000,106316,2,17,Вторичка,47.5,Null,13.0,Null,1,1,Евроремонт,2006,Null,Кирпичный,Железобетонные,4,Центральное,Нет,Null,Null,Null,"Челябинская область, Челябинск, р-н Калининский, мкр. Бабушкина, ул. Братьев Кашириных, 85б",https://chelyabinsk.cian.ru/sale/flat/294287298/
3-комн. квартира,5195220,81125,1,10,Новостройка,64.04,39.6,6.0,2.6,2,Null,Null,Null,Null,Панельный,Null,Null,Null,Null,Null,Null,1,"Челябинская область, Челябинск, р-н Советский, мкр. Нефтебазовый, Нефтебазовая ул., 1/2",https://chelyabinsk.cian.ru/sale/flat/290382439/
2-комн. квартира,5190000,99808,12,20,Вторичка,52.0,40.0,10.0,2.8,1,1,Евроремонт,2014,Null,Панельный,Деревянные,1,Центральное,Нет,Null,Null,1,"Челябинская область, Челябинск, р-н Курчатовский, мкр. 52-й, просп. Краснопольский, 23",https://chelyabinsk.cian.ru/sale/flat/293973230/
3-комн. квартира,5100000,75221,6,9,Вторичка,67.8,42.0,8.0,Null,1,1,Без ремонта,1978,Null,Панельный,Железобетонные,7,Центральное,Нет,Null,Null,1,"Челябинская область, Челябинск, р-н Курчатовский, мкр. 8-й, Комсомольский просп., 78",https://chelyabinsk.cian.ru/sale/flat/294072865/
2-комн. квартира,5100000,80811,2,10,Вторичка,63.11,37.5,8.8,Null,1,1,Косметический,2018,Нет,Панельный,Железобетонные,4,Центральное,Нет,Null,Null,1,"Челябинская область, Челябинск, р-н Курчатовский, мкр. 49-й, ул. Александра Шмакова, 38",https://chelyabinsk.cian.ru/sale/flat/294017406/
