name,price,price_for_metr,floor_object,total_floors,type_of_home,square_home,live_square,kitchen_square,height_ceiling,bathroom,balcony,repair,yer_home,garbage_chute,type_home,type_of_overlap,entrances,heating,accident_rate,gas_supply,finishing,number_of_elevators,address,link
3-комн. квартира,11200000,97391,5,7,Вторичка,115.0,53.7,28.1,2.7,Null,Null,Дизайнерский,2016,Null,Null,Железобетонные,3,Центральное,Нет,Центральное,Null,1,"Волгоградская область, Волгоград, р-н Дзержинский, ул. имени Хорошева, 8",https://volgograd.cian.ru/sale/flat/287763712/
4-комн. квартира,11000000,100000,5,9,Вторичка,110.0,65.0,11.0,2.6,1,1,Дизайнерский,1989,Null,Кирпичный,Железобетонные,3,Центральное,Нет,Центральное,Null,1,"Волгоградская область, Волгоград, р-н Краснооктябрьский, Триумфальная ул., 13",https://volgograd.cian.ru/sale/flat/286538159/
2-комн. квартира,11200000,140000,9,21,Вторичка,80.0,48.4,15.0,3.0,Null,Null,Без ремонта,Null,Null,Монолитно-кирпичный,Null,Null,Null,Null,Null,Null,1,"Волгоградская область, Волгоград, р-н Центральный, Бакинская ул., 6",https://volgograd.cian.ru/sale/flat/286520230/
2-комн. квартира,11150000,141139,2,23,Вторичка,79.0,39.0,12.0,3.0,1,2,Евроремонт,2007,Null,Блочный,Железобетонные,3,Центральное,Нет,Null,Null,2,"Волгоградская область, Волгоград, р-н Ворошиловский, ул. Им. Циолковского, 29",https://volgograd.cian.ru/sale/flat/291874093/
3-комн. квартира,11000000,161765,4,9,Вторичка,68.0,43.4,12.0,2.7,1,2,Евроремонт,1950,Да,Кирпичный,Железобетонные,3,Центральное,Нет,Центральное,Null,1,"Волгоградская область, Волгоград, р-н Ворошиловский, Череповецкая ул., 11/5",https://volgograd.cian.ru/sale/flat/293590055/
2-комн. квартира,11100000,133735,9,16,Вторичка,83.0,50.0,10.0,3.0,1,Null,Без ремонта,2016,Да,Кирпичный,Железобетонные,1,Центральное,Нет,Null,Null,2,"Волгоградская область, Волгоград, р-н Центральный, Бакинская ул., 2",https://volgograd.cian.ru/sale/flat/293499845/
Квартира свободной планировки,11386393,135118,2,8,Новостройка,84.27,51.4,6.1,2.95,Null,1,Null,Null,Null,Монолитно-кирпичный,Null,Null,Null,Null,Null,Без отделки,2,"Волгоградская область, Волгоград, р-н Центральный, просп. Имени В.И. Ленина, 72",https://volgograd.cian.ru/sale/flat/275910128/
2-комн. квартира,11430000,210110,23,23,Вторичка,54.4,35.1,14.3,3.0,1,1,Без ремонта,2022,Null,Блочный,Железобетонные,1,Индивидуальный тепловой пункт,Нет,Null,Null,3,"Волгоградская область, Волгоград, р-н Ворошиловский, Профсоюзная ул., 16А",https://volgograd.cian.ru/sale/flat/289485208/
4-комн. квартира,11261924,110098,6,7,Новостройка,102.29,Null,Null,3.0,Null,Null,Null,Null,Null,Монолитно-кирпичный,Null,Null,Null,Null,Null,Без отделки,3,"Волгоградская область, Волгоград, р-н Дзержинский, ул. Покрышкина, 2",https://volgograd.cian.ru/sale/flat/292851278/
4-комн. квартира,11500000,136580,3,16,Вторичка,84.2,47.9,14.2,2.7,1,2,Евроремонт,2016,Да,Null,Железобетонные,2,Индивидуальный тепловой пункт,Нет,Null,Null,1,"Волгоградская область, Волгоград, р-н Ворошиловский, ул. Елисеева, 1",https://volgograd.cian.ru/sale/flat/294449090/
3-комн. квартира,11437200,135000,13,21,Новостройка,84.72,49.9,11.7,3.0,Null,Null,Null,Null,Null,Монолитно-кирпичный,Null,Null,Null,Null,Null,Без отделки,2,"Волгоградская область, Волгоград, р-н Ворошиловский, Майкопская ул.",https://volgograd.cian.ru/sale/flat/291774871/
4-комн. апартаменты,11500000,104545,5,9,Вторичка Апартаменты,110.0,86.5,11.0,2.7,2,1,Дизайнерский,Null,Да,Кирпичный,Null,Null,Null,Null,Null,Null,1,"Волгоградская область, Волгоград, р-н Краснооктябрьский, Триумфальная ул., 11С1",https://volgograd.cian.ru/sale/flat/294209990/
3-комн. квартира,11352000,121672,2,19,Новостройка,93.3,38.3,28.9,2.7,Null,1,Null,Null,Null,Монолитно-кирпичный,Null,Null,Null,Null,Null,Предчистовая,2,"Волгоградская область, Волгоград, р-н Центральный, Селенгинская ул., 7",https://volgograd.cian.ru/sale/flat/284723030/
5-комн. квартира,11300000,94167,1,3,Вторичка,120.0,80.0,Null,Null,1,1,Евроремонт,2012,Null,Кирпичный,Железобетонные,1,Котел/Квартирное отопление,Нет,Центральное,Null,Null,"Волгоградская область, Волгоград, р-н Советский, ул. Пономарева, 13",https://volgograd.cian.ru/sale/flat/293959496/
Студия,11478608,110096,6,7,Новостройка,104.26,Null,Null,3.0,Null,Null,Null,Null,Null,Монолитно-кирпичный,Null,Null,Null,Null,Null,Без отделки,3,"Волгоградская область, Волгоград, р-н Дзержинский, ул. Покрышкина, 2",https://volgograd.cian.ru/sale/flat/268105962/
2-комн. квартира,11500000,161744,5,23,Вторичка,71.1,34.2,14.4,2.6,1,1,Евроремонт,2010,Null,Кирпичный,Железобетонные,1,Индивидуальный тепловой пункт,Нет,Null,Null,2,"Волгоградская область, Волгоград, р-н Центральный, Новороссийская ул., 2К",https://volgograd.cian.ru/sale/flat/294235720/
2-комн. квартира,11500000,150879,6,18,Новостройка,76.22,45.8,21.8,3.0,1,1,Null,Null,Null,Монолитно-кирпичный,Null,Null,Null,Null,Null,Предчистовая,2,"Волгоградская область, Волгоград, р-н Центральный, Бакинская ул., 6",https://volgograd.cian.ru/sale/flat/290500224/
Квартира свободной планировки,11300000,104630,22,23,Вторичка,108.0,Null,Null,2.7,1,1,Без ремонта,2020,Null,Блочный,Железобетонные,2,Индивидуальный тепловой пункт,Нет,Null,Null,2,"Волгоградская область, Волгоград, р-н Центральный, ул. Пархоменко, 2",https://volgograd.cian.ru/sale/flat/293417341/
3-комн. квартира,11478608,110096,5,7,Новостройка,104.26,Null,Null,3.0,Null,Null,Null,Null,Null,Монолитно-кирпичный,Null,Null,Null,Null,Null,Без отделки,3,"Волгоградская область, Волгоград, р-н Дзержинский, ул. Покрышкина, 2",https://volgograd.cian.ru/sale/flat/290246188/
4-комн. квартира,11330000,69637,2,6,Вторичка,162.7,80.0,15.0,2.75,Null,1,Без ремонта,2014,Null,Кирпичный,Железобетонные,4,Автономная котельная,Нет,Центральное,Null,Null,"Волгоградская область, Волгоград, р-н Краснооктябрьский, ул. Базарова, 12",https://volgograd.cian.ru/sale/flat/282399191/
3-комн. квартира,11300000,88350,8,9,Вторичка,127.9,82.7,10.7,Null,1,1,Косметический,2002,Null,Кирпичный,Железобетонные,2,Центральное,Нет,Центральное,Null,Null,"Волгоградская область, Волгоград, р-н Советский, ул. Льва Толстого, 5А",https://volgograd.cian.ru/sale/flat/243607398/
2-комн. квартира,11500000,143213,4,25,Вторичка,80.3,45.3,30.0,Null,Null,1,Евроремонт,2018,Null,Панельный,Железобетонные,1,Центральное,Нет,Null,Null,Null,"Волгоградская область, Волгоград, р-н Ворошиловский, Гомельская ул., 7",https://volgograd.cian.ru/sale/flat/290003390/
4-комн. квартира,11380000,84234,5,10,Вторичка,135.1,86.7,16.6,Null,1,2,Без ремонта,2001,Да,Кирпичный,Железобетонные,3,Центральное,Нет,Центральное,Null,1,"Волгоградская область, Волгоград, р-н Центральный, Двинская ул., 13А",https://volgograd.cian.ru/sale/flat/283495783/
2-комн. квартира,11500000,143392,7,22,Вторичка,80.2,41.1,13.7,Null,Null,1,Евроремонт,2001,Null,Панельный,Нет информации,1,Центральное,Нет,Null,Null,1,"Волгоградская область, Волгоград, р-н Центральный, Краснознаменская ул., 7",https://volgograd.cian.ru/sale/flat/293431769/
2-комн. квартира,11500000,119792,18,22,Вторичка,96.0,58.0,15.0,2.85,2,1,Дизайнерский,2010,Да,Кирпичный,Железобетонные,1,Индивидуальный тепловой пункт,Нет,Null,Null,2,"Волгоградская область, Волгоград, р-н Центральный, Новороссийская ул., 2К",https://volgograd.cian.ru/sale/flat/228367413/
2-комн. квартира,11500000,138554,9,16,Новостройка,83.0,68.0,13.0,Null,Null,1,Null,Null,Нет,Монолитный,Null,Null,Null,Null,Null,Null,2,"Волгоградская область, Волгоград, р-н Центральный, Бакинская ул., 2",https://volgograd.cian.ru/sale/flat/288575547/
4-комн. квартира,11300000,120985,4,5,Вторичка,93.4,68.0,9.0,3.0,1,Null,Косметический,1960,Null,Кирпичный,Железобетонные,4,Центральное,Нет,Центральное,Null,Null,"Волгоградская область, Волгоград, р-н Центральный, ул. Глазкова, 5",https://volgograd.cian.ru/sale/flat/290046338/
4-комн. квартира,11500000,95833,5,5,Вторичка,120.0,71.7,27.0,Null,1,1,Евроремонт,1956,Null,Кирпичный,Железобетонные,4,Центральное,Нет,Центральное,Null,Null,"Волгоградская область, Волгоград, р-н Ворошиловский, Рабоче-Крестьянская ул., 31",https://volgograd.cian.ru/sale/flat/286284541/
Квартира свободной планировки,11386393,135118,2,8,Новостройка,84.27,51.4,6.1,2.95,Null,1,Null,Null,Null,Монолитно-кирпичный,Null,Null,Null,Null,Null,Без отделки,2,"Волгоградская область, Волгоград, р-н Центральный, просп. Имени В.И. Ленина, 72",https://volgograd.cian.ru/sale/flat/275910128/
2-комн. квартира,11430000,210110,23,23,Вторичка,54.4,35.1,14.3,3.0,1,1,Без ремонта,2022,Null,Блочный,Железобетонные,1,Индивидуальный тепловой пункт,Нет,Null,Null,3,"Волгоградская область, Волгоград, р-н Ворошиловский, Профсоюзная ул., 16А",https://volgograd.cian.ru/sale/flat/289485208/
4-комн. квартира,11261924,110098,6,7,Новостройка,102.29,Null,Null,3.0,Null,Null,Null,Null,Null,Монолитно-кирпичный,Null,Null,Null,Null,Null,Без отделки,3,"Волгоградская область, Волгоград, р-н Дзержинский, ул. Покрышкина, 2",https://volgograd.cian.ru/sale/flat/292851278/
4-комн. квартира,11500000,136580,3,16,Вторичка,84.2,47.9,14.2,2.7,1,2,Евроремонт,2016,Да,Null,Железобетонные,2,Индивидуальный тепловой пункт,Нет,Null,Null,1,"Волгоградская область, Волгоград, р-н Ворошиловский, ул. Елисеева, 1",https://volgograd.cian.ru/sale/flat/294449090/
3-комн. квартира,11437200,135000,13,21,Новостройка,84.72,49.9,11.7,3.0,Null,Null,Null,Null,Null,Монолитно-кирпичный,Null,Null,Null,Null,Null,Без отделки,2,"Волгоградская область, Волгоград, р-н Ворошиловский, Майкопская ул.",https://volgograd.cian.ru/sale/flat/291774871/
4-комн. апартаменты,11500000,104545,5,9,Вторичка Апартаменты,110.0,86.5,11.0,2.7,2,1,Дизайнерский,Null,Да,Кирпичный,Null,Null,Null,Null,Null,Null,1,"Волгоградская область, Волгоград, р-н Краснооктябрьский, Триумфальная ул., 11С1",https://volgograd.cian.ru/sale/flat/294209990/
3-комн. квартира,11352000,121672,2,19,Новостройка,93.3,38.3,28.9,2.7,Null,1,Null,Null,Null,Монолитно-кирпичный,Null,Null,Null,Null,Null,Предчистовая,2,"Волгоградская область, Волгоград, р-н Центральный, Селенгинская ул., 7",https://volgograd.cian.ru/sale/flat/284723030/
5-комн. квартира,11300000,94167,1,3,Вторичка,120.0,80.0,Null,Null,1,1,Евроремонт,2012,Null,Кирпичный,Железобетонные,1,Котел/Квартирное отопление,Нет,Центральное,Null,Null,"Волгоградская область, Волгоград, р-н Советский, ул. Пономарева, 13",https://volgograd.cian.ru/sale/flat/293959496/
Студия,11478608,110096,6,7,Новостройка,104.26,Null,Null,3.0,Null,Null,Null,Null,Null,Монолитно-кирпичный,Null,Null,Null,Null,Null,Без отделки,3,"Волгоградская область, Волгоград, р-н Дзержинский, ул. Покрышкина, 2",https://volgograd.cian.ru/sale/flat/268105962/
2-комн. квартира,11500000,161744,5,23,Вторичка,71.1,34.2,14.4,2.6,1,1,Евроремонт,2010,Null,Кирпичный,Железобетонные,1,Индивидуальный тепловой пункт,Нет,Null,Null,2,"Волгоградская область, Волгоград, р-н Центральный, Новороссийская ул., 2К",https://volgograd.cian.ru/sale/flat/294235720/
2-комн. квартира,11500000,150879,6,18,Новостройка,76.22,45.8,21.8,3.0,1,1,Null,Null,Null,Монолитно-кирпичный,Null,Null,Null,Null,Null,Предчистовая,2,"Волгоградская область, Волгоград, р-н Центральный, Бакинская ул., 6",https://volgograd.cian.ru/sale/flat/290500224/
Квартира свободной планировки,11300000,104630,22,23,Вторичка,108.0,Null,Null,2.7,1,1,Без ремонта,2020,Null,Блочный,Железобетонные,2,Индивидуальный тепловой пункт,Нет,Null,Null,2,"Волгоградская область, Волгоград, р-н Центральный, ул. Пархоменко, 2",https://volgograd.cian.ru/sale/flat/293417341/
3-комн. квартира,11478608,110096,5,7,Новостройка,104.26,Null,Null,3.0,Null,Null,Null,Null,Null,Монолитно-кирпичный,Null,Null,Null,Null,Null,Без отделки,3,"Волгоградская область, Волгоград, р-н Дзержинский, ул. Покрышкина, 2",https://volgograd.cian.ru/sale/flat/290246188/
4-комн. квартира,11330000,69637,2,6,Вторичка,162.7,80.0,15.0,2.75,Null,1,Без ремонта,2014,Null,Кирпичный,Железобетонные,4,Автономная котельная,Нет,Центральное,Null,Null,"Волгоградская область, Волгоград, р-н Краснооктябрьский, ул. Базарова, 12",https://volgograd.cian.ru/sale/flat/282399191/
3-комн. квартира,11300000,88350,8,9,Вторичка,127.9,82.7,10.7,Null,1,1,Косметический,2002,Null,Кирпичный,Железобетонные,2,Центральное,Нет,Центральное,Null,Null,"Волгоградская область, Волгоград, р-н Советский, ул. Льва Толстого, 5А",https://volgograd.cian.ru/sale/flat/243607398/
2-комн. квартира,11500000,143213,4,25,Вторичка,80.3,45.3,30.0,Null,Null,1,Евроремонт,2018,Null,Панельный,Железобетонные,1,Центральное,Нет,Null,Null,Null,"Волгоградская область, Волгоград, р-н Ворошиловский, Гомельская ул., 7",https://volgograd.cian.ru/sale/flat/290003390/
4-комн. квартира,11380000,84234,5,10,Вторичка,135.1,86.7,16.6,Null,1,2,Без ремонта,2001,Да,Кирпичный,Железобетонные,3,Центральное,Нет,Центральное,Null,1,"Волгоградская область, Волгоград, р-н Центральный, Двинская ул., 13А",https://volgograd.cian.ru/sale/flat/283495783/
2-комн. квартира,11500000,143392,7,22,Вторичка,80.2,41.1,13.7,Null,Null,1,Евроремонт,2001,Null,Панельный,Нет информации,1,Центральное,Нет,Null,Null,1,"Волгоградская область, Волгоград, р-н Центральный, Краснознаменская ул., 7",https://volgograd.cian.ru/sale/flat/293431769/
2-комн. квартира,11500000,119792,18,22,Вторичка,96.0,58.0,15.0,2.85,2,1,Дизайнерский,2010,Да,Кирпичный,Железобетонные,1,Индивидуальный тепловой пункт,Нет,Null,Null,2,"Волгоградская область, Волгоград, р-н Центральный, Новороссийская ул., 2К",https://volgograd.cian.ru/sale/flat/228367413/
2-комн. квартира,11500000,138554,9,16,Новостройка,83.0,68.0,13.0,Null,Null,1,Null,Null,Нет,Монолитный,Null,Null,Null,Null,Null,Null,2,"Волгоградская область, Волгоград, р-н Центральный, Бакинская ул., 2",https://volgograd.cian.ru/sale/flat/288575547/
