name,price,price_for_metr,floor_object,total_floors,type_of_home,square_home,live_square,kitchen_square,height_ceiling,bathroom,balcony,repair,yer_home,garbage_chute,type_home,type_of_overlap,entrances,heating,accident_rate,gas_supply,finishing,number_of_elevators,address,link
Студия,3852000,147023,3,8,Новостройка,26.2,14.5,3.8,2.57,Null,Null,Null,Null,Null,Монолитный,Null,Null,Null,Null,Null,С отделкой,1,"Пермский край, Пермь, р-н Мотовилихинский, мкр. Висим, ул. Свободы, 15Б",https://perm.cian.ru/sale/flat/285904025/
2-комн. квартира,3990000,86177,5,5,Вторичка,46.3,30.1,6.0,2.5,1,1,Без ремонта,1965,Null,Кирпичный,Железобетонные,6,Центральное,Нет,Центральное,Null,Null,"Пермский край, Пермь, р-н Свердловский, мкр. Зеленое хозяйство, ул. Льва Шатрова, 20",https://perm.cian.ru/sale/flat/294506420/
Студия,3856000,160000,9,10,Новостройка,24.1,Null,Null,2.4,Null,Null,Null,Null,Null,Монолитно-кирпичный,Null,Null,Null,Null,Null,Неизвестно,1,"Пермский край, Пермь, р-н Индустриальный, мкр. Новоплоский, Спартаковская ул., 3",https://perm.cian.ru/sale/flat/294452195/
1-комн. квартира,3800000,109827,2,6,Вторичка,34.6,17.4,9.4,2.5,1,Null,Косметический,1987,Null,Кирпичный,Железобетонные,2,Центральное,Нет,Null,Null,Null,"Пермский край, Пермь, р-н Свердловский, мкр. Громовский, ул. Глеба Успенского, 17",https://perm.cian.ru/sale/flat/294492711/
1-комн. квартира,3863118,108150,16,16,Новостройка,35.72,16.6,10.8,2.5,Null,Null,Null,Null,Null,Панельный,Null,Null,Null,Null,Null,Без отделки,2,"Пермский край, Пермь, р-н Мотовилихинский, ул. Гашкова, 53к2с2",https://perm.cian.ru/sale/flat/289468458/
1-комн. квартира,3870000,104595,9,10,Вторичка,37.0,18.0,9.0,Null,1,1,Без ремонта,1992,Null,Кирпичный,Железобетонные,5,Центральное,Нет,Центральное,Null,1,"Пермский край, Пермь, р-н Индустриальный, мкр. Ераничи, ул. Советской Армии, 49",https://perm.cian.ru/sale/flat/294495169/
2-комн. квартира,3718300,103000,5,6,Новостройка,36.1,19.8,5.6,3.0,Null,Null,Null,Null,Null,Панельный,Null,Null,Null,Null,Null,Чистовая,1,"Пермский край, Пермь, р-н Кировский, мкр. Закамск, Магистральная ул., 86Б",https://perm.cian.ru/sale/flat/287388915/
2-комн. квартира,3930000,91395,3,5,Вторичка,43.0,28.0,6.0,Null,Null,1,Косметический,1964,Null,Кирпичный,Железобетонные,6,Центральное,Нет,Центральное,Null,Null,"Пермский край, Пермь, р-н Мотовилихинский, мкр. Городские Горки, бул. Гагарина, 83",https://perm.cian.ru/sale/flat/293879897/
2-комн. квартира,3734300,107000,6,6,Новостройка,34.9,16.8,5.6,3.0,Null,Null,Null,Null,Null,Панельный,Null,Null,Null,Null,Null,Чистовая,1,"Пермский край, Пермь, р-н Кировский, мкр. Закамск, Магистральная ул., 86Б",https://perm.cian.ru/sale/flat/287389766/
1-комн. квартира,3990000,86739,10,24,Новостройка,46.0,21.0,13.0,Null,1,1,Null,Null,Null,Монолитный,Null,Null,Null,Null,Null,Null,1,"Пермский край, Пермь, р-н Индустриальный, мкр. Новые Ераничи, ул. Карпинского, 110А",https://perm.cian.ru/sale/flat/293888280/
1-комн. квартира,3735200,116000,3,6,Новостройка,32.2,11.3,10.7,3.0,Null,Null,Null,Null,Null,Панельный,Null,Null,Null,Null,Null,Чистовая,1,"Пермский край, Пермь, р-н Кировский, мкр. Закамск, Магистральная ул., 86Б",https://perm.cian.ru/sale/flat/293878391/
2-комн. квартира,3950000,73148,4,5,Вторичка,54.0,36.0,6.0,Null,1,1,Евроремонт,1980,Нет,Кирпичный,Железобетонные,9,Центральное,Нет,Центральное,Null,Null,"Пермский край, Пермь, р-н Кировский, мкр. Нижняя Курья, ул. Калинина, 74",https://perm.cian.ru/sale/flat/291962707/
1-комн. квартира,3716400,114000,1,6,Новостройка,32.6,11.3,10.7,3.0,Null,Null,Null,Null,Null,Панельный,Null,Null,Null,Null,Null,Чистовая,1,"Пермский край, Пермь, р-н Кировский, мкр. Закамск, Магистральная ул., 86Б",https://perm.cian.ru/sale/flat/293878313/
2-комн. квартира,3950000,89165,4,5,Вторичка,44.3,Null,6.0,Null,Null,Null,Косметический,1965,Нет,Панельный,Железобетонные,4,Центральное,Нет,Центральное,Null,Null,"Пермский край, Пермь, р-н Свердловский, мкр. Громовский, ул. Революции, 62",https://perm.cian.ru/sale/flat/293590297/
1-комн. квартира,3715016,110896,2,19,Новостройка,33.5,14.0,9.2,2.7,1,Null,Null,Null,Null,Монолитно-кирпичный,Null,Null,Null,Null,Null,Чистовая,2,"Пермский край, Пермь, р-н Мотовилихинский, Кузнецкая ул., 43В",https://perm.cian.ru/sale/flat/289975393/
2-комн. квартира,3800000,88372,5,5,Вторичка,43.0,26.7,6.0,Null,1,Null,Косметический,1965,Null,Кирпичный,Нет информации,4,Центральное,Нет,Центральное,Null,Null,"Пермский край, Пермь, р-н Индустриальный, мкр. Балатово, ул. Снайперов, 11",https://perm.cian.ru/sale/flat/287327236/
1-комн. квартира,3736858,112896,10,19,Новостройка,33.1,14.1,9.2,2.7,1,Null,Null,Null,Null,Монолитно-кирпичный,Null,Null,Null,Null,Null,Чистовая,2,"Пермский край, Пермь, р-н Мотовилихинский, Кузнецкая ул., 43В",https://perm.cian.ru/sale/flat/289975728/
2-комн. квартира,3999999,90703,5,5,Вторичка,44.1,31.0,5.7,Null,1,1,Евроремонт,1970,Null,Панельный,Железобетонные,4,Центральное,Нет,Центральное,Null,Null,"Пермский край, Пермь, р-н Дзержинский, мкр. Данилиха, ул. Крисанова, 71",https://perm.cian.ru/sale/flat/293705413/
2-комн. квартира,3769088,117784,11,19,Новостройка,32.0,14.8,5.0,2.7,1,Null,Null,Null,Null,Монолитно-кирпичный,Null,Null,Null,Null,Null,Чистовая,2,"Пермский край, Пермь, р-н Мотовилихинский, Кузнецкая ул., 43В",https://perm.cian.ru/sale/flat/289975783/
Студия,3750000,137868,2,4,Новостройка,27.2,12.9,Null,Null,Null,1,Null,Null,Null,Кирпичный,Null,Null,Null,Null,Null,Null,1,"Пермский край, Пермь, р-н Ленинский, ул. Борцов Революции, 1А",https://perm.cian.ru/sale/flat/294129934/
1-комн. квартира,3740672,116896,18,19,Новостройка,32.0,11.5,8.2,2.7,1,Null,Null,Null,Null,Монолитно-кирпичный,Null,Null,Null,Null,Null,Чистовая,2,"Пермский край, Пермь, р-н Мотовилихинский, Кузнецкая ул., 43В",https://perm.cian.ru/sale/flat/289976175/
3-комн. квартира,3890000,67770,4,5,Вторичка,57.4,43.5,6.2,2.5,1,1,Косметический,1963,Null,Панельный,Железобетонные,4,Центральное,Нет,Центральное,Null,Null,"Пермский край, Пермь, р-н Дзержинский, мкр. Железнодорожный, Хабаровская ул., 159",https://perm.cian.ru/sale/flat/292293160/
2-комн. квартира,3900000,99237,1,10,Новостройка,39.3,21.3,5.0,2.52,1,Null,Null,Null,Null,Панельный,Null,Null,Null,Null,Null,Предчистовая,1,"Пермский край, Пермь, р-н Мотовилихинский, Вышка II микрорайон, Патриот жилой комплекс",https://perm.cian.ru/sale/flat/290695120/
2-комн. квартира,3850000,91667,5,5,Вторичка,42.0,29.0,6.0,Null,Null,1,Null,1967,Null,Кирпичный,Железобетонные,4,Центральное,Нет,Центральное,Null,1,"Пермский край, Пермь, р-н Мотовилихинский, мкр. Городские Горки, ул. Халтурина, 14",https://perm.cian.ru/sale/flat/293753166/
2-комн. квартира,3782400,96000,3,6,Новостройка,39.4,20.6,4.4,3.0,Null,Null,Null,Null,Null,Панельный,Null,Null,Null,Null,Null,Чистовая,1,"Пермский край, Пермь, р-н Кировский, мкр. Закамск, Магистральная ул., 86Б",https://perm.cian.ru/sale/flat/286522597/
2-комн. квартира,3790000,90238,1,4,Вторичка,42.0,28.0,6.0,Null,Null,Null,Косметический,1959,Нет,Блочный,Железобетонные,4,Центральное,Нет,Центральное,Null,Null,"Пермский край, Пермь, р-н Свердловский, мкр. Зеленое хозяйство, ул. Чкалова, 18",https://perm.cian.ru/sale/flat/294457965/
Студия,3833000,164860,21,25,Новостройка,23.25,13.0,2.4,2.59,Null,Null,Null,Null,Null,Монолитный,Null,Null,Null,Null,Null,С отделкой,2,"Пермский край, Пермь, р-н Дзержинский, мкр. Заостровка, ул. Сергея Есенина, 9А",https://perm.cian.ru/sale/flat/276677186/
2-комн. квартира,3800000,84071,5,5,Вторичка,45.2,32.0,6.0,Null,1,1,Косметический,1965,Null,Панельный,Железобетонные,4,Центральное,Нет,Центральное,Null,Null,"Пермский край, Пермь, р-н Мотовилихинский, мкр. Городские Горки, бул. Гагарина, 107/7",https://perm.cian.ru/sale/flat/294435516/
Студия,3852000,147023,3,8,Новостройка,26.2,14.5,3.8,2.57,Null,Null,Null,Null,Null,Монолитный,Null,Null,Null,Null,Null,С отделкой,1,"Пермский край, Пермь, р-н Мотовилихинский, мкр. Висим, ул. Свободы, 15Б",https://perm.cian.ru/sale/flat/285904025/
2-комн. квартира,3990000,86177,5,5,Вторичка,46.3,30.1,6.0,2.5,1,1,Без ремонта,1965,Null,Кирпичный,Железобетонные,6,Центральное,Нет,Центральное,Null,Null,"Пермский край, Пермь, р-н Свердловский, мкр. Зеленое хозяйство, ул. Льва Шатрова, 20",https://perm.cian.ru/sale/flat/294506420/
Студия,3856000,160000,9,10,Новостройка,24.1,Null,Null,2.4,Null,Null,Null,Null,Null,Монолитно-кирпичный,Null,Null,Null,Null,Null,Неизвестно,1,"Пермский край, Пермь, р-н Индустриальный, мкр. Новоплоский, Спартаковская ул., 3",https://perm.cian.ru/sale/flat/294452195/
1-комн. квартира,3800000,109827,2,6,Вторичка,34.6,17.4,9.4,2.5,1,Null,Косметический,1987,Null,Кирпичный,Железобетонные,2,Центральное,Нет,Null,Null,Null,"Пермский край, Пермь, р-н Свердловский, мкр. Громовский, ул. Глеба Успенского, 17",https://perm.cian.ru/sale/flat/294492711/
1-комн. квартира,3863118,108150,16,16,Новостройка,35.72,16.6,10.8,2.5,Null,Null,Null,Null,Null,Панельный,Null,Null,Null,Null,Null,Без отделки,2,"Пермский край, Пермь, р-н Мотовилихинский, ул. Гашкова, 53к2с2",https://perm.cian.ru/sale/flat/289468458/
1-комн. квартира,3870000,104595,9,10,Вторичка,37.0,18.0,9.0,Null,1,1,Без ремонта,1992,Null,Кирпичный,Железобетонные,5,Центральное,Нет,Центральное,Null,1,"Пермский край, Пермь, р-н Индустриальный, мкр. Ераничи, ул. Советской Армии, 49",https://perm.cian.ru/sale/flat/294495169/
2-комн. квартира,3718300,103000,5,6,Новостройка,36.1,19.8,5.6,3.0,Null,Null,Null,Null,Null,Панельный,Null,Null,Null,Null,Null,Чистовая,1,"Пермский край, Пермь, р-н Кировский, мкр. Закамск, Магистральная ул., 86Б",https://perm.cian.ru/sale/flat/287388915/
2-комн. квартира,3930000,91395,3,5,Вторичка,43.0,28.0,6.0,Null,Null,1,Косметический,1964,Null,Кирпичный,Железобетонные,6,Центральное,Нет,Центральное,Null,Null,"Пермский край, Пермь, р-н Мотовилихинский, мкр. Городские Горки, бул. Гагарина, 83",https://perm.cian.ru/sale/flat/293879897/
1-комн. квартира,3735200,116000,3,6,Новостройка,32.2,11.3,10.7,3.0,Null,Null,Null,Null,Null,Панельный,Null,Null,Null,Null,Null,Чистовая,1,"Пермский край, Пермь, р-н Кировский, мкр. Закамск, Магистральная ул., 86Б",https://perm.cian.ru/sale/flat/293878391/
1-комн. квартира,3990000,86739,10,24,Новостройка,46.0,21.0,13.0,Null,1,1,Null,Null,Null,Монолитный,Null,Null,Null,Null,Null,Null,1,"Пермский край, Пермь, р-н Индустриальный, мкр. Новые Ераничи, ул. Карпинского, 110А",https://perm.cian.ru/sale/flat/293888280/
2-комн. квартира,3734300,107000,6,6,Новостройка,34.9,16.8,5.6,3.0,Null,Null,Null,Null,Null,Панельный,Null,Null,Null,Null,Null,Чистовая,1,"Пермский край, Пермь, р-н Кировский, мкр. Закамск, Магистральная ул., 86Б",https://perm.cian.ru/sale/flat/287389766/
2-комн. квартира,3950000,73148,4,5,Вторичка,54.0,36.0,6.0,Null,1,1,Евроремонт,1980,Нет,Кирпичный,Железобетонные,9,Центральное,Нет,Центральное,Null,Null,"Пермский край, Пермь, р-н Кировский, мкр. Нижняя Курья, ул. Калинина, 74",https://perm.cian.ru/sale/flat/291962707/
1-комн. квартира,3716400,114000,1,6,Новостройка,32.6,11.3,10.7,3.0,Null,Null,Null,Null,Null,Панельный,Null,Null,Null,Null,Null,Чистовая,1,"Пермский край, Пермь, р-н Кировский, мкр. Закамск, Магистральная ул., 86Б",https://perm.cian.ru/sale/flat/293878313/
2-комн. квартира,3950000,89165,4,5,Вторичка,44.3,Null,6.0,Null,Null,Null,Косметический,1965,Нет,Панельный,Железобетонные,4,Центральное,Нет,Центральное,Null,Null,"Пермский край, Пермь, р-н Свердловский, мкр. Громовский, ул. Революции, 62",https://perm.cian.ru/sale/flat/293590297/
1-комн. квартира,3715016,110896,2,19,Новостройка,33.5,14.0,9.2,2.7,1,Null,Null,Null,Null,Монолитно-кирпичный,Null,Null,Null,Null,Null,Чистовая,2,"Пермский край, Пермь, р-н Мотовилихинский, Кузнецкая ул., 43В",https://perm.cian.ru/sale/flat/289975393/
2-комн. квартира,3800000,88372,5,5,Вторичка,43.0,26.7,6.0,Null,1,Null,Косметический,1965,Null,Кирпичный,Нет информации,4,Центральное,Нет,Центральное,Null,Null,"Пермский край, Пермь, р-н Индустриальный, мкр. Балатово, ул. Снайперов, 11",https://perm.cian.ru/sale/flat/287327236/
2-комн. квартира,3724000,98000,2,6,Новостройка,38.0,21.7,5.0,3.0,Null,Null,Null,Null,Null,Панельный,Null,Null,Null,Null,Null,Чистовая,1,"Пермский край, Пермь, р-н Кировский, мкр. Закамск, Магистральная ул., 86Б",https://perm.cian.ru/sale/flat/287389094/
2-комн. квартира,3999999,90703,5,5,Вторичка,44.1,31.0,5.7,Null,1,1,Евроремонт,1970,Null,Панельный,Железобетонные,4,Центральное,Нет,Центральное,Null,Null,"Пермский край, Пермь, р-н Дзержинский, мкр. Данилиха, ул. Крисанова, 71",https://perm.cian.ru/sale/flat/293705413/
2-комн. квартира,3769088,117784,11,19,Новостройка,32.0,14.8,5.0,2.7,1,Null,Null,Null,Null,Монолитно-кирпичный,Null,Null,Null,Null,Null,Чистовая,2,"Пермский край, Пермь, р-н Мотовилихинский, Кузнецкая ул., 43В",https://perm.cian.ru/sale/flat/289975783/
Студия,3750000,137868,2,4,Новостройка,27.2,12.9,Null,Null,Null,1,Null,Null,Null,Кирпичный,Null,Null,Null,Null,Null,Null,1,"Пермский край, Пермь, р-н Ленинский, ул. Борцов Революции, 1А",https://perm.cian.ru/sale/flat/294129934/
1-комн. квартира,3740672,116896,18,19,Новостройка,32.0,11.5,8.2,2.7,1,Null,Null,Null,Null,Монолитно-кирпичный,Null,Null,Null,Null,Null,Чистовая,2,"Пермский край, Пермь, р-н Мотовилихинский, Кузнецкая ул., 43В",https://perm.cian.ru/sale/flat/289976175/
3-комн. квартира,3890000,67770,4,5,Вторичка,57.4,43.5,6.2,2.5,1,1,Косметический,1963,Null,Панельный,Железобетонные,4,Центральное,Нет,Центральное,Null,Null,"Пермский край, Пермь, р-н Дзержинский, мкр. Железнодорожный, Хабаровская ул., 159",https://perm.cian.ru/sale/flat/292293160/
2-комн. квартира,3900000,99237,1,10,Новостройка,39.3,21.3,5.0,2.52,1,Null,Null,Null,Null,Панельный,Null,Null,Null,Null,Null,Предчистовая,1,"Пермский край, Пермь, р-н Мотовилихинский, Вышка II микрорайон, Патриот жилой комплекс",https://perm.cian.ru/sale/flat/290695120/
2-комн. квартира,3850000,91667,5,5,Вторичка,42.0,29.0,6.0,Null,Null,1,Null,1967,Null,Кирпичный,Железобетонные,4,Центральное,Нет,Центральное,Null,1,"Пермский край, Пермь, р-н Мотовилихинский, мкр. Городские Горки, ул. Халтурина, 14",https://perm.cian.ru/sale/flat/293753166/
2-комн. квартира,3782400,96000,3,6,Новостройка,39.4,20.6,4.4,3.0,Null,Null,Null,Null,Null,Панельный,Null,Null,Null,Null,Null,Чистовая,1,"Пермский край, Пермь, р-н Кировский, мкр. Закамск, Магистральная ул., 86Б",https://perm.cian.ru/sale/flat/286522597/
2-комн. квартира,3790000,90238,1,4,Вторичка,42.0,28.0,6.0,Null,Null,Null,Косметический,1959,Нет,Блочный,Железобетонные,4,Центральное,Нет,Центральное,Null,Null,"Пермский край, Пермь, р-н Свердловский, мкр. Зеленое хозяйство, ул. Чкалова, 18",https://perm.cian.ru/sale/flat/294457965/
Студия,3833000,164860,21,25,Новостройка,23.25,13.0,2.4,2.59,Null,Null,Null,Null,Null,Монолитный,Null,Null,Null,Null,Null,С отделкой,2,"Пермский край, Пермь, р-н Дзержинский, мкр. Заостровка, ул. Сергея Есенина, 9А",https://perm.cian.ru/sale/flat/276677186/
2-комн. квартира,3800000,84071,5,5,Вторичка,45.2,32.0,6.0,Null,1,1,Косметический,1965,Null,Панельный,Железобетонные,4,Центральное,Нет,Центральное,Null,Null,"Пермский край, Пермь, р-н Мотовилихинский, мкр. Городские Горки, бул. Гагарина, 107/7",https://perm.cian.ru/sale/flat/294435516/
Студия,3852000,147023,3,8,Новостройка,26.2,14.5,3.8,2.57,Null,Null,Null,Null,Null,Монолитный,Null,Null,Null,Null,Null,С отделкой,1,"Пермский край, Пермь, р-н Мотовилихинский, мкр. Висим, ул. Свободы, 15Б",https://perm.cian.ru/sale/flat/285904025/
2-комн. квартира,3990000,86177,5,5,Вторичка,46.3,30.1,6.0,2.5,1,1,Без ремонта,1965,Null,Кирпичный,Железобетонные,6,Центральное,Нет,Центральное,Null,Null,"Пермский край, Пермь, р-н Свердловский, мкр. Зеленое хозяйство, ул. Льва Шатрова, 20",https://perm.cian.ru/sale/flat/294506420/
Студия,3856000,160000,9,10,Новостройка,24.1,Null,Null,2.4,Null,Null,Null,Null,Null,Монолитно-кирпичный,Null,Null,Null,Null,Null,Неизвестно,1,"Пермский край, Пермь, р-н Индустриальный, мкр. Новоплоский, Спартаковская ул., 3",https://perm.cian.ru/sale/flat/294452195/
1-комн. квартира,3800000,109827,2,6,Вторичка,34.6,17.4,9.4,2.5,1,Null,Косметический,1987,Null,Кирпичный,Железобетонные,2,Центральное,Нет,Null,Null,Null,"Пермский край, Пермь, р-н Свердловский, мкр. Громовский, ул. Глеба Успенского, 17",https://perm.cian.ru/sale/flat/294492711/
1-комн. квартира,3863118,108150,16,16,Новостройка,35.72,16.6,10.8,2.5,Null,Null,Null,Null,Null,Панельный,Null,Null,Null,Null,Null,Без отделки,2,"Пермский край, Пермь, р-н Мотовилихинский, ул. Гашкова, 53к2с2",https://perm.cian.ru/sale/flat/289468458/
1-комн. квартира,3870000,104595,9,10,Вторичка,37.0,18.0,9.0,Null,1,1,Без ремонта,1992,Null,Кирпичный,Железобетонные,5,Центральное,Нет,Центральное,Null,1,"Пермский край, Пермь, р-н Индустриальный, мкр. Ераничи, ул. Советской Армии, 49",https://perm.cian.ru/sale/flat/294495169/
2-комн. квартира,3718300,103000,5,6,Новостройка,36.1,19.8,5.6,3.0,Null,Null,Null,Null,Null,Панельный,Null,Null,Null,Null,Null,Чистовая,1,"Пермский край, Пермь, р-н Кировский, мкр. Закамск, Магистральная ул., 86Б",https://perm.cian.ru/sale/flat/287388915/
2-комн. квартира,3930000,91395,3,5,Вторичка,43.0,28.0,6.0,Null,Null,1,Косметический,1964,Null,Кирпичный,Железобетонные,6,Центральное,Нет,Центральное,Null,Null,"Пермский край, Пермь, р-н Мотовилихинский, мкр. Городские Горки, бул. Гагарина, 83",https://perm.cian.ru/sale/flat/293879897/
1-комн. квартира,3735200,116000,3,6,Новостройка,32.2,11.3,10.7,3.0,Null,Null,Null,Null,Null,Панельный,Null,Null,Null,Null,Null,Чистовая,1,"Пермский край, Пермь, р-н Кировский, мкр. Закамск, Магистральная ул., 86Б",https://perm.cian.ru/sale/flat/293878391/
1-комн. квартира,3990000,86739,10,24,Новостройка,46.0,21.0,13.0,Null,1,1,Null,Null,Null,Монолитный,Null,Null,Null,Null,Null,Null,1,"Пермский край, Пермь, р-н Индустриальный, мкр. Новые Ераничи, ул. Карпинского, 110А",https://perm.cian.ru/sale/flat/293888280/
2-комн. квартира,3734300,107000,6,6,Новостройка,34.9,16.8,5.6,3.0,Null,Null,Null,Null,Null,Панельный,Null,Null,Null,Null,Null,Чистовая,1,"Пермский край, Пермь, р-н Кировский, мкр. Закамск, Магистральная ул., 86Б",https://perm.cian.ru/sale/flat/287389766/
2-комн. квартира,3950000,73148,4,5,Вторичка,54.0,36.0,6.0,Null,1,1,Евроремонт,1980,Нет,Кирпичный,Железобетонные,9,Центральное,Нет,Центральное,Null,Null,"Пермский край, Пермь, р-н Кировский, мкр. Нижняя Курья, ул. Калинина, 74",https://perm.cian.ru/sale/flat/291962707/
1-комн. квартира,3716400,114000,1,6,Новостройка,32.6,11.3,10.7,3.0,Null,Null,Null,Null,Null,Панельный,Null,Null,Null,Null,Null,Чистовая,1,"Пермский край, Пермь, р-н Кировский, мкр. Закамск, Магистральная ул., 86Б",https://perm.cian.ru/sale/flat/293878313/
