name,price,price_for_metr,floor_object,total_floors,type_of_home,square_home,live_square,kitchen_square,height_ceiling,bathroom,balcony,repair,yer_home,garbage_chute,type_home,type_of_overlap,entrances,heating,accident_rate,gas_supply,finishing,number_of_elevators,address,link
1-комн. квартира,3539250,99000,10,16,Новостройка,35.75,15.5,7.8,2.7,1,1,Null,Null,Null,Кирпичный,Null,Null,Null,Null,Null,Без отделки,2,"Самарская область, Самара, р-н Куйбышевский, Волгарь жилой район, 10-й квартал",https://samara.cian.ru/sale/flat/289770929/
1-комн. квартира,3460000,107453,1,5,Вторичка,32.2,19.2,5.5,Null,Null,Null,Null,1965,Null,Панельный,Железобетонные,4,Центральное,Нет,Центральное,Null,Null,"Самарская область, Самара, р-н Советский, ул. Ивана Булкина, 87",https://samara.cian.ru/sale/flat/293945300/
1-комн. квартира,3527298,99839,4,10,Новостройка,35.33,13.1,14.0,2.7,Null,1,Null,Null,Null,Кирпичный,Null,Null,Null,Null,Null,Черновая,Null,"Самарская область, Самара, р-н Красноглинский, мкр. Мехзавод, Новая Самара микрорайон",https://samara.cian.ru/sale/flat/293937690/
2-комн. квартира,3700000,91584,5,5,Вторичка,40.4,29.6,5.8,2.6,1,1,Без ремонта,1962,Null,Монолитный,Железобетонные,4,Центральное,Нет,Центральное,Null,Null,"Самарская область, Самара, р-н Железнодорожный, мкр. 6, Революционная ул., 156",https://samara.cian.ru/sale/flat/293122007/
1-комн. квартира,3539547,87202,3,16,Новостройка,40.59,10.8,Null,2.5,Null,1,Null,Null,Null,Кирпичный,Null,Null,Null,Null,Null,Черновая,Null,"Самарская область, Самара, р-н Красноглинский, мкр. Мехзавод, Новая Самара микрорайон",https://samara.cian.ru/sale/flat/288999553/
1-комн. квартира,3500000,109375,2,5,Вторичка,32.0,18.0,6.0,Null,Null,Null,Null,1966,Null,Панельный,Железобетонные,4,Центральное,Нет,Центральное,Null,Null,"Самарская область, Самара, р-н Промышленный, мкр. 9,10,11, ул. Стара Загора, 103",https://samara.cian.ru/sale/flat/293600905/
1-комн. квартира,3580450,101000,15,16,Новостройка,35.45,15.5,7.5,2.7,1,1,Null,Null,Null,Кирпичный,Null,Null,Null,Null,Null,Без отделки,2,"Самарская область, Самара, р-н Куйбышевский, Волгарь жилой район, 10-й квартал",https://samara.cian.ru/sale/flat/289770735/
1-комн. квартира,3600000,109756,2,5,Вторичка,32.8,18.0,5.5,Null,Null,1,Косметический,1968,Null,Панельный,Железобетонные,5,Центральное,Нет,Центральное,Null,Null,"Самарская область, Самара, р-н Железнодорожный, мкр. Гагарина, ул. Мориса Тореза, 27",https://samara.cian.ru/sale/flat/292906161/
1-комн. квартира,3569430,87123,11,16,Новостройка,40.97,12.9,13.3,2.5,Null,1,Null,Null,Null,Кирпичный,Null,Null,Null,Null,Null,Черновая,Null,"Самарская область, Самара, р-н Красноглинский, мкр. Мехзавод",https://samara.cian.ru/sale/flat/293384185/
1-комн. квартира,3700000,123333,5,5,Вторичка,30.0,19.0,6.0,Null,Null,Null,Null,1965,Null,Панельный,Железобетонные,4,Центральное,Нет,Центральное,Null,Null,"Самарская область, Самара, р-н Советский, ул. Авроры, 193",https://samara.cian.ru/sale/flat/293807874/
Студия,3590817,122137,21,24,Новостройка,29.4,13.7,5.8,1.0,Null,Null,Null,Null,Null,Монолитно-кирпичный,Null,Null,Null,Null,Null,Неизвестно,Null,"Самарская область, Самара, р-н Куйбышевский, Южное ш.",https://samara.cian.ru/sale/flat/293471428/
2-комн. квартира,3499000,78806,2,4,Вторичка,44.4,28.1,6.5,2.4,1,1,Дизайнерский,1960,Нет,Кирпичный,Железобетонные,2,Центральное,Нет,Центральное,Null,Null,"Самарская область, Самара, р-н Кировский, мкр. Металлург, Олимпийская ул., 17",https://samara.cian.ru/sale/flat/292837032/
Студия,3697833,101449,2,24,Новостройка,36.45,19.2,9.6,Null,Null,Null,Null,Null,Null,Монолитно-кирпичный,Null,Null,Null,Null,Null,Неизвестно,Null,"Самарская область, Самара, р-н Куйбышевский, Южное ш.",https://samara.cian.ru/sale/flat/277996731/
1-комн. квартира,3700000,87470,20,23,Вторичка,42.3,15.0,12.8,2.7,Null,Null,Без ремонта,2022,Null,Монолитный,Железобетонные,4,Центральное,Нет,Null,Null,2,"Самарская область, Самара, р-н Куйбышевский, мкр. Сухая Самарка, Белорусская ул., 26",https://samara.cian.ru/sale/flat/284035914/
1-комн. квартира,3654000,90000,2,16,Новостройка,40.6,15.5,13.6,2.7,1,Null,Null,Null,Null,Кирпичный,Null,Null,Null,Null,Null,Без отделки,2,"Самарская область, Самара, р-н Куйбышевский, Волгарь жилой район, 10-й квартал",https://samara.cian.ru/sale/flat/289770971/
Студия,3575000,107681,1,10,Вторичка,33.2,15.2,5.2,2.6,1,1,Без ремонта,2022,Null,Null,Нет информации,1,Нет информации,Нет,Null,Null,1,"Самарская область, Самара, р-н Советский, ул. Советской Армии, 170",https://samara.cian.ru/sale/flat/294401110/
Студия,3449550,87000,21,23,Новостройка,39.65,Null,Null,Null,Null,Null,Null,Null,Null,Монолитно-кирпичный,Null,Null,Null,Null,Null,Null,Null,"Самарская область, Самара, р-н Куйбышевский, мкр. Сухая Самарка, Ривер Хаус жилой комплекс",https://samara.cian.ru/sale/flat/293959153/
2-комн. квартира,3500000,76419,2,5,Вторичка,45.8,30.5,6.0,Null,1,1,Косметический,1972,Null,Кирпичный,Железобетонные,7,Центральное,Нет,Центральное,Null,Null,"Самарская область, Самара, р-н Кировский, мкр. Металлург, Путейская ул., 11",https://samara.cian.ru/sale/flat/289464698/
1-комн. квартира,3471223,80933,15,23,Новостройка,42.89,21.7,13.0,2.7,1,Null,Null,Null,Null,Монолитно-кирпичный,Null,Null,Null,Null,Null,Без отделки,Null,"Самарская область, Самара, р-н Куйбышевский, Легенда жилой комплекс",https://samara.cian.ru/sale/flat/291202855/
1-комн. квартира,3500000,116667,2,3,Вторичка,30.0,15.0,8.5,Null,Null,Null,Евроремонт,2012,Null,Кирпичный,Железобетонные,4,Котел/Квартирное отопление,Нет,Центральное,Null,Null,"Самарская область, Самара, р-н Красноглинский, мкр. Крутые ключи, ул. Евгения Золотухина, 12",https://samara.cian.ru/sale/flat/293315444/
Студия,3495805,82937,2,24,Новостройка,42.15,20.4,7.8,2.7,Null,Null,Null,Null,Null,Монолитно-кирпичный,Null,Null,Null,Null,Null,Без отделки,Null,"Самарская область, Самара, р-н Куйбышевский, Легенда жилой комплекс",https://samara.cian.ru/sale/flat/291203236/
2-комн. квартира,3650000,66850,4,4,Вторичка,54.6,37.0,7.0,Null,Null,1,Косметический,1958,Null,Кирпичный,Железобетонные,3,Центральное,Нет,Центральное,Null,Null,"Самарская область, Самара, р-н Куйбышевский, мкр. 116-й километр, ул. Нефтяников, 20А",https://samara.cian.ru/sale/flat/292479066/
1-комн. квартира,3471058,97447,8,10,Новостройка,35.62,18.0,9.3,2.7,Null,1,Null,Null,Null,Кирпичный,Null,Null,Null,Null,Null,Черновая,Null,"Самарская область, Самара, р-н Красноглинский, мкр. Мехзавод, Новая Самара микрорайон",https://samara.cian.ru/sale/flat/294459933/
2-комн. квартира,3700000,81319,3,4,Вторичка,45.5,29.5,8.0,Null,Null,1,Косметический,1960,Null,Кирпичный,Нет информации,Null,Нет информации,Нет,Null,Null,Null,"Самарская область, Самара, р-н Красноглинский, мкр. Мехзавод, 11-й квартал, 19",https://samara.cian.ru/sale/flat/293232654/
Студия,3547600,101650,17,21,Новостройка,34.9,Null,Null,Null,Null,Null,Null,Null,Null,Монолитно-кирпичный,Null,Null,Null,Null,Null,Null,Null,"Самарская область, Самара, р-н Советский, ул. Победы, 13Б",https://samara.cian.ru/sale/flat/288561457/
1-комн. квартира,3600000,108761,4,6,Вторичка,33.1,14.5,9.5,Null,1,1,Евроремонт,2017,Нет,Кирпичный,Железобетонные,3,Индивидуальный тепловой пункт,Нет,Null,Null,Null,"Самарская область, Самара, р-н Куйбышевский, ул. Василия Татищева, 8",https://samara.cian.ru/sale/flat/294474650/
Студия,3521100,97000,8,21,Новостройка,36.3,Null,Null,Null,Null,Null,Null,Null,Null,Монолитно-кирпичный,Null,Null,Null,Null,Null,Null,Null,"Самарская область, Самара, р-н Советский, ул. Победы, 13Б",https://samara.cian.ru/sale/flat/282313129/
2-комн. квартира,3450000,101471,2,2,Вторичка,34.0,21.0,8.0,Null,Null,Null,Null,1951,Null,Кирпичный,Деревянные,2,Центральное,Нет,Центральное,Null,Null,"Самарская область, Самара, р-н Кировский, мкр. Яблонька, Дальняя ул., 8",https://samara.cian.ru/sale/flat/294455922/
1-комн. квартира,3539250,99000,10,16,Новостройка,35.75,15.5,7.8,2.7,1,1,Null,Null,Null,Кирпичный,Null,Null,Null,Null,Null,Без отделки,2,"Самарская область, Самара, р-н Куйбышевский, Волгарь жилой район, 10-й квартал",https://samara.cian.ru/sale/flat/289770929/
1-комн. квартира,3460000,107453,1,5,Вторичка,32.2,19.2,5.5,Null,Null,Null,Null,1965,Null,Панельный,Железобетонные,4,Центральное,Нет,Центральное,Null,Null,"Самарская область, Самара, р-н Советский, ул. Ивана Булкина, 87",https://samara.cian.ru/sale/flat/293945300/
1-комн. квартира,3527298,99839,4,10,Новостройка,35.33,13.1,14.0,2.7,Null,1,Null,Null,Null,Кирпичный,Null,Null,Null,Null,Null,Черновая,Null,"Самарская область, Самара, р-н Красноглинский, мкр. Мехзавод, Новая Самара микрорайон",https://samara.cian.ru/sale/flat/293937690/
2-комн. квартира,3700000,91584,5,5,Вторичка,40.4,29.6,5.8,2.6,1,1,Без ремонта,1962,Null,Монолитный,Железобетонные,4,Центральное,Нет,Центральное,Null,Null,"Самарская область, Самара, р-н Железнодорожный, мкр. 6, Революционная ул., 156",https://samara.cian.ru/sale/flat/293122007/
1-комн. квартира,3539547,87202,3,16,Новостройка,40.59,10.8,Null,2.5,Null,1,Null,Null,Null,Кирпичный,Null,Null,Null,Null,Null,Черновая,Null,"Самарская область, Самара, р-н Красноглинский, мкр. Мехзавод, Новая Самара микрорайон",https://samara.cian.ru/sale/flat/288999553/
1-комн. квартира,3500000,109375,2,5,Вторичка,32.0,18.0,6.0,Null,Null,Null,Null,1966,Null,Панельный,Железобетонные,4,Центральное,Нет,Центральное,Null,Null,"Самарская область, Самара, р-н Промышленный, мкр. 9,10,11, ул. Стара Загора, 103",https://samara.cian.ru/sale/flat/293600905/
1-комн. квартира,3580450,101000,15,16,Новостройка,35.45,15.5,7.5,2.7,1,1,Null,Null,Null,Кирпичный,Null,Null,Null,Null,Null,Без отделки,2,"Самарская область, Самара, р-н Куйбышевский, Волгарь жилой район, 10-й квартал",https://samara.cian.ru/sale/flat/289770735/
1-комн. квартира,3600000,109756,2,5,Вторичка,32.8,18.0,5.5,Null,Null,1,Косметический,1968,Null,Панельный,Железобетонные,5,Центральное,Нет,Центральное,Null,Null,"Самарская область, Самара, р-н Железнодорожный, мкр. Гагарина, ул. Мориса Тореза, 27",https://samara.cian.ru/sale/flat/292906161/
1-комн. квартира,3569430,87123,11,16,Новостройка,40.97,12.9,13.3,2.5,Null,1,Null,Null,Null,Кирпичный,Null,Null,Null,Null,Null,Черновая,Null,"Самарская область, Самара, р-н Красноглинский, мкр. Мехзавод",https://samara.cian.ru/sale/flat/293384185/
1-комн. квартира,3700000,123333,5,5,Вторичка,30.0,19.0,6.0,Null,Null,Null,Null,1965,Null,Панельный,Железобетонные,4,Центральное,Нет,Центральное,Null,Null,"Самарская область, Самара, р-н Советский, ул. Авроры, 193",https://samara.cian.ru/sale/flat/293807874/
Студия,3590817,122137,21,24,Новостройка,29.4,13.7,5.8,1.0,Null,Null,Null,Null,Null,Монолитно-кирпичный,Null,Null,Null,Null,Null,Неизвестно,Null,"Самарская область, Самара, р-н Куйбышевский, Южное ш.",https://samara.cian.ru/sale/flat/293471428/
2-комн. квартира,3499000,78806,2,4,Вторичка,44.4,28.1,6.5,2.4,1,1,Дизайнерский,1960,Нет,Кирпичный,Железобетонные,2,Центральное,Нет,Центральное,Null,Null,"Самарская область, Самара, р-н Кировский, мкр. Металлург, Олимпийская ул., 17",https://samara.cian.ru/sale/flat/292837032/
Студия,3697833,101449,2,24,Новостройка,36.45,19.2,9.6,Null,Null,Null,Null,Null,Null,Монолитно-кирпичный,Null,Null,Null,Null,Null,Неизвестно,Null,"Самарская область, Самара, р-н Куйбышевский, Южное ш.",https://samara.cian.ru/sale/flat/277996731/
1-комн. квартира,3700000,87470,20,23,Вторичка,42.3,15.0,12.8,2.7,Null,Null,Без ремонта,2022,Null,Монолитный,Железобетонные,4,Центральное,Нет,Null,Null,2,"Самарская область, Самара, р-н Куйбышевский, мкр. Сухая Самарка, Белорусская ул., 26",https://samara.cian.ru/sale/flat/284035914/
1-комн. квартира,3654000,90000,2,16,Новостройка,40.6,15.5,13.6,2.7,1,Null,Null,Null,Null,Кирпичный,Null,Null,Null,Null,Null,Без отделки,2,"Самарская область, Самара, р-н Куйбышевский, Волгарь жилой район, 10-й квартал",https://samara.cian.ru/sale/flat/289770971/
Студия,3575000,107681,1,10,Вторичка,33.2,15.2,5.2,2.6,1,1,Без ремонта,2022,Null,Null,Нет информации,1,Нет информации,Нет,Null,Null,1,"Самарская область, Самара, р-н Советский, ул. Советской Армии, 170",https://samara.cian.ru/sale/flat/294401110/
Студия,3449550,87000,21,23,Новостройка,39.65,Null,Null,Null,Null,Null,Null,Null,Null,Монолитно-кирпичный,Null,Null,Null,Null,Null,Null,Null,"Самарская область, Самара, р-н Куйбышевский, мкр. Сухая Самарка, Ривер Хаус жилой комплекс",https://samara.cian.ru/sale/flat/293959153/
2-комн. квартира,3500000,76419,2,5,Вторичка,45.8,30.5,6.0,Null,1,1,Косметический,1972,Null,Кирпичный,Железобетонные,7,Центральное,Нет,Центральное,Null,Null,"Самарская область, Самара, р-н Кировский, мкр. Металлург, Путейская ул., 11",https://samara.cian.ru/sale/flat/289464698/
1-комн. квартира,3471223,80933,15,23,Новостройка,42.89,21.7,13.0,2.7,1,Null,Null,Null,Null,Монолитно-кирпичный,Null,Null,Null,Null,Null,Без отделки,Null,"Самарская область, Самара, р-н Куйбышевский, Легенда жилой комплекс",https://samara.cian.ru/sale/flat/291202855/
1-комн. квартира,3500000,116667,2,3,Вторичка,30.0,15.0,8.5,Null,Null,Null,Евроремонт,2012,Null,Кирпичный,Железобетонные,4,Котел/Квартирное отопление,Нет,Центральное,Null,Null,"Самарская область, Самара, р-н Красноглинский, мкр. Крутые ключи, ул. Евгения Золотухина, 12",https://samara.cian.ru/sale/flat/293315444/
Студия,3495805,82937,2,24,Новостройка,42.15,20.4,7.8,2.7,Null,Null,Null,Null,Null,Монолитно-кирпичный,Null,Null,Null,Null,Null,Без отделки,Null,"Самарская область, Самара, р-н Куйбышевский, Легенда жилой комплекс",https://samara.cian.ru/sale/flat/291203236/
2-комн. квартира,3650000,66850,4,4,Вторичка,54.6,37.0,7.0,Null,Null,1,Косметический,1958,Null,Кирпичный,Железобетонные,3,Центральное,Нет,Центральное,Null,Null,"Самарская область, Самара, р-н Куйбышевский, мкр. 116-й километр, ул. Нефтяников, 20А",https://samara.cian.ru/sale/flat/292479066/
1-комн. квартира,3471058,97447,8,10,Новостройка,35.62,18.0,9.3,2.7,Null,1,Null,Null,Null,Кирпичный,Null,Null,Null,Null,Null,Черновая,Null,"Самарская область, Самара, р-н Красноглинский, мкр. Мехзавод, Новая Самара микрорайон",https://samara.cian.ru/sale/flat/294459933/
2-комн. квартира,3700000,81319,3,4,Вторичка,45.5,29.5,8.0,Null,Null,1,Косметический,1960,Null,Кирпичный,Нет информации,Null,Нет информации,Нет,Null,Null,Null,"Самарская область, Самара, р-н Красноглинский, мкр. Мехзавод, 11-й квартал, 19",https://samara.cian.ru/sale/flat/293232654/
Студия,3547600,101650,17,21,Новостройка,34.9,Null,Null,Null,Null,Null,Null,Null,Null,Монолитно-кирпичный,Null,Null,Null,Null,Null,Null,Null,"Самарская область, Самара, р-н Советский, ул. Победы, 13Б",https://samara.cian.ru/sale/flat/288561457/
1-комн. квартира,3600000,108761,4,6,Вторичка,33.1,14.5,9.5,Null,1,1,Евроремонт,2017,Нет,Кирпичный,Железобетонные,3,Индивидуальный тепловой пункт,Нет,Null,Null,Null,"Самарская область, Самара, р-н Куйбышевский, ул. Василия Татищева, 8",https://samara.cian.ru/sale/flat/294474650/
Студия,3521100,97000,8,21,Новостройка,36.3,Null,Null,Null,Null,Null,Null,Null,Null,Монолитно-кирпичный,Null,Null,Null,Null,Null,Null,Null,"Самарская область, Самара, р-н Советский, ул. Победы, 13Б",https://samara.cian.ru/sale/flat/282313129/
2-комн. квартира,3450000,101471,2,2,Вторичка,34.0,21.0,8.0,Null,Null,Null,Null,1951,Null,Кирпичный,Деревянные,2,Центральное,Нет,Центральное,Null,Null,"Самарская область, Самара, р-н Кировский, мкр. Яблонька, Дальняя ул., 8",https://samara.cian.ru/sale/flat/294455922/
1-комн. квартира,3539250,99000,10,16,Новостройка,35.75,15.5,7.8,2.7,1,1,Null,Null,Null,Кирпичный,Null,Null,Null,Null,Null,Без отделки,2,"Самарская область, Самара, р-н Куйбышевский, Волгарь жилой район, 10-й квартал",https://samara.cian.ru/sale/flat/289770929/
1-комн. квартира,3460000,107453,1,5,Вторичка,32.2,19.2,5.5,Null,Null,Null,Null,1965,Null,Панельный,Железобетонные,4,Центральное,Нет,Центральное,Null,Null,"Самарская область, Самара, р-н Советский, ул. Ивана Булкина, 87",https://samara.cian.ru/sale/flat/293945300/
1-комн. квартира,3527298,99839,4,10,Новостройка,35.33,13.1,14.0,2.7,Null,1,Null,Null,Null,Кирпичный,Null,Null,Null,Null,Null,Черновая,Null,"Самарская область, Самара, р-н Красноглинский, мкр. Мехзавод, Новая Самара микрорайон",https://samara.cian.ru/sale/flat/293937690/
2-комн. квартира,3700000,91584,5,5,Вторичка,40.4,29.6,5.8,2.6,1,1,Без ремонта,1962,Null,Монолитный,Железобетонные,4,Центральное,Нет,Центральное,Null,Null,"Самарская область, Самара, р-н Железнодорожный, мкр. 6, Революционная ул., 156",https://samara.cian.ru/sale/flat/293122007/
1-комн. квартира,3539547,87202,3,16,Новостройка,40.59,10.8,Null,2.5,Null,1,Null,Null,Null,Кирпичный,Null,Null,Null,Null,Null,Черновая,Null,"Самарская область, Самара, р-н Красноглинский, мкр. Мехзавод, Новая Самара микрорайон",https://samara.cian.ru/sale/flat/288999553/
1-комн. квартира,3500000,109375,2,5,Вторичка,32.0,18.0,6.0,Null,Null,Null,Null,1966,Null,Панельный,Железобетонные,4,Центральное,Нет,Центральное,Null,Null,"Самарская область, Самара, р-н Промышленный, мкр. 9,10,11, ул. Стара Загора, 103",https://samara.cian.ru/sale/flat/293600905/
1-комн. квартира,3580450,101000,15,16,Новостройка,35.45,15.5,7.5,2.7,1,1,Null,Null,Null,Кирпичный,Null,Null,Null,Null,Null,Без отделки,2,"Самарская область, Самара, р-н Куйбышевский, Волгарь жилой район, 10-й квартал",https://samara.cian.ru/sale/flat/289770735/
1-комн. квартира,3600000,109756,2,5,Вторичка,32.8,18.0,5.5,Null,Null,1,Косметический,1968,Null,Панельный,Железобетонные,5,Центральное,Нет,Центральное,Null,Null,"Самарская область, Самара, р-н Железнодорожный, мкр. Гагарина, ул. Мориса Тореза, 27",https://samara.cian.ru/sale/flat/292906161/
1-комн. квартира,3569430,87123,11,16,Новостройка,40.97,12.9,13.3,2.5,Null,1,Null,Null,Null,Кирпичный,Null,Null,Null,Null,Null,Черновая,Null,"Самарская область, Самара, р-н Красноглинский, мкр. Мехзавод",https://samara.cian.ru/sale/flat/293384185/
1-комн. квартира,3700000,123333,5,5,Вторичка,30.0,19.0,6.0,Null,Null,Null,Null,1965,Null,Панельный,Железобетонные,4,Центральное,Нет,Центральное,Null,Null,"Самарская область, Самара, р-н Советский, ул. Авроры, 193",https://samara.cian.ru/sale/flat/293807874/
Студия,3590817,122137,21,24,Новостройка,29.4,13.7,5.8,1.0,Null,Null,Null,Null,Null,Монолитно-кирпичный,Null,Null,Null,Null,Null,Неизвестно,Null,"Самарская область, Самара, р-н Куйбышевский, Южное ш.",https://samara.cian.ru/sale/flat/293471428/
2-комн. квартира,3499000,78806,2,4,Вторичка,44.4,28.1,6.5,2.4,1,1,Дизайнерский,1960,Нет,Кирпичный,Железобетонные,2,Центральное,Нет,Центральное,Null,Null,"Самарская область, Самара, р-н Кировский, мкр. Металлург, Олимпийская ул., 17",https://samara.cian.ru/sale/flat/292837032/
Студия,3697833,101449,2,24,Новостройка,36.45,19.2,9.6,Null,Null,Null,Null,Null,Null,Монолитно-кирпичный,Null,Null,Null,Null,Null,Неизвестно,Null,"Самарская область, Самара, р-н Куйбышевский, Южное ш.",https://samara.cian.ru/sale/flat/277996731/
1-комн. квартира,3700000,87470,20,23,Вторичка,42.3,15.0,12.8,2.7,Null,Null,Без ремонта,2022,Null,Монолитный,Железобетонные,4,Центральное,Нет,Null,Null,2,"Самарская область, Самара, р-н Куйбышевский, мкр. Сухая Самарка, Белорусская ул., 26",https://samara.cian.ru/sale/flat/284035914/
1-комн. квартира,3654000,90000,2,16,Новостройка,40.6,15.5,13.6,2.7,1,Null,Null,Null,Null,Кирпичный,Null,Null,Null,Null,Null,Без отделки,2,"Самарская область, Самара, р-н Куйбышевский, Волгарь жилой район, 10-й квартал",https://samara.cian.ru/sale/flat/289770971/
